t_id_predio;numero_predial;fecha_inicio_tenencia;fecha_documento_fuente
1005226;470010002000000070903924010461;2021-11-22;2022-01-12
869260;470010106000000560901901080059;2021-12-14;2022-04-08
1063548;470010002000000070903914010264;2021-07-27;2021-08-24
1059443;470010002000000076901901040233;2020-02-03;2020-11-24
1010551;470010002000000070902903020046;2021-12-17;2022-01-28
810402;470010104000000910145000000000;2018-01-23;2018-02-02
822456;470010002000000070903922050439;2021-11-20;2021-12-16
3019897;470010002000000070905915020288;2021-08-30;2021-09-13
1035946;470010002000000070902901050020;2021-08-12;2021-09-24
878633;470010002000000070902911010201;2021-12-14;2022-01-28
957267;470010002000000070903920030389;2021-08-26;2021-09-30
746345;470010002000000070905907050137;2022-05-10;2022-07-29
666866;470010002000000070905905050099;2022-06-03;2022-08-01
769918;470010106000000560901901070050;2022-03-15;2022-04-08
3013702;470010002000000040901900000127;2016-12-20;2016-12-23
3020854;470010002000000070902915040295;2021-04-30;2021-05-18
878147;470010002000000070902901010002;2021-08-11;2021-09-03
770144;470010002000000070903919030370;2021-10-06;2021-11-24
846233;470010002000000070902916040313;2021-10-13;2021-12-02
1051712;470010002000000070902913020247;2022-06-13;2022-09-12
776227;470010106000000560901901080062;2022-02-25;2022-04-08
1005184;470010002000000070905913040256;2022-07-18;2022-09-22
1038483;470010002000000070902916020308;2021-09-03;2021-11-30
1069164;470010002000000070902913030249;2022-03-25;2022-06-01
903981;470010002000000070903906010102;2021-11-03;2022-01-12
693767;470010002000000076901908010155;2019-05-30;2020-11-24
709043;470010002000000070903913050258;2021-10-22;2021-12-29
992813;470010002000000070903901030012;2021-08-20;2021-10-07
689332;470010002000000070903909010161;2021-11-17;2021-12-22
3023884;470010002000000076901903010337;2019-03-26;2020-11-24
686469;470010002000000070905902030031;2022-06-03;2022-09-22
689266;470010002000000070905901030011;2022-05-27;2022-08-01
1018203;470010002000000076901905040496;2019-11-12;2020-11-24
906833;470010104000000910903901000184;2018-01-23;2018-02-02
666314;470010002000000070903913010243;2021-09-06;2021-10-15
892002;470010002000000070903902050040;2021-10-25;2021-12-07
1041229;470010002000000070903923030451;2021-11-23;2022-01-19
822140;470010002000000070903909040176;2021-08-13;2021-11-04
817627;470010002000000070902907040135;2021-10-06;2021-11-22
987675;470010002000000040901901010175;2016-12-20;2016-12-23
761445;470010106000000560901905010260;2022-02-09;2022-02-14
1059516;470010002000000070903910040195;2021-12-15;2022-04-07
1023216;470010106000000560901901040029;2021-12-21;2022-04-08
3020797;470010002000000076901908020176;2019-07-03;2020-11-24
957692;470010106000000560901903080187;2022-02-09;2022-02-14
726036;470010002000000070902916030310;2021-08-25;2021-09-28
3021532;470010002000000070905915010281;2021-08-30;2021-09-13
823924;470010002000000070903907020127;2021-07-23;2021-08-24
830551;470010002000000070903907030130;2021-08-06;2021-08-25
988508;470010002000000070905918010342;2021-08-30;2021-09-13
826121;470010106000000560901903020137;2022-02-09;2022-02-14
920470;470010002000000070905905020088;2022-04-26;2022-06-14
794691;470010002000000070903913030250;2021-08-02;2021-09-15
1035872;470010106000000560901904080250;2022-02-09;2022-02-14
3026455;470010002000000076901908020168;2019-04-23;2020-11-24
3016294;470010002000000070905922050437;2021-08-30;2021-09-13
925713;470010002000000070903902050038;2021-08-24;2021-09-30
927951;470010002000000070903920050397;2021-11-17;2021-12-16
948771;470010106000000560901904040223;2022-02-09;2022-02-14
3012094;470010002000000076901908010112;2019-10-15;2020-11-24
1063500;470010002000000070905909050177;2022-04-19;2022-07-29
1022226;470010002000000070902906050118;2021-09-29;2021-11-22
1006796;470010002000000076901901080267;2019-10-25;2020-11-24
1051578;470010106000000560901904030212;2022-02-09;2022-02-14
746103;470010002000000070905904050077;2022-05-19;2022-09-27
1033238;470010002000000070905912030231;2022-05-31;2022-08-01
925829;470010002000000070905901030009;2022-04-26;2022-07-06
3022840;470010002000000070905907030131;2021-08-30;2021-09-13
929906;470010002000000040901900000086;2016-12-20;2016-12-23
811715;470010106000000560901902060111;2022-01-31;2022-04-08
890252;470010002000000070902905030090;2021-11-26;2022-01-28
686768;470010002000000070905909040173;2022-06-10;2022-10-07
1016199;470010002000000076901903020352;2020-02-18;2020-11-24
1027328;470010106000000560901902070113;2021-11-08;2022-04-08
1059472;470010002000000070905924040473;2022-09-30;2022-11-16
814458;470010002000000070903921010402;2021-09-29;2021-11-05
3015397;470010002000000076901901040237;2019-08-30;2020-11-24
832048;470010106000000560901901040025;2021-11-08;2022-04-08
980293;470010002000000076901904060444;2019-05-17;2020-11-24
3014419;470010002000000076901902030292;2019-05-27;2020-11-24
689931;470010106000000560901902080125;2021-11-17;2022-04-08
3008230;470010002000000070905905020085;2021-08-30;2021-09-13
858544;470010002000000070902908030149;2021-11-11;2022-01-26
863581;470010002000000070903908050158;2021-08-30;2021-10-15
3025090;470010002000000076901908020167;2019-06-28;2020-11-24
882614;470010002000000070903914040274;2021-09-29;2021-11-04
1047771;470010002000000076901904030422;2019-04-22;2020-11-24
1043483;470010002000000070905905030089;2022-06-07;2022-10-18
778292;470010106000000560901901070053;2022-03-18;2022-04-08
878118;470010002000000070903908050157;2021-10-28;2021-12-07
3025051;470010002000000076901901010214;2020-04-27;2020-11-24
771745;470010002000000070903908010142;2021-12-03;2022-02-10
699265;470010002000000076901904050434;2019-08-06;2020-11-24
952182;470010106000000560901903010135;2022-02-09;2022-02-14
830539;470010002000000070902916030312;2021-12-29;2022-02-14
709915;470010002000000070903919030371;2021-07-28;2021-09-02
1069196;470010002000000070903904020067;2021-11-18;2021-12-16
1045552;470010002000000070905901040013;2021-08-30;2021-09-13
681811;470010002000000076901908010117;2019-10-10;2020-11-24
968377;470010002000000070903922010423;2021-11-12;2022-01-19
1024093;470010002000000040901901010135;2021-05-11;2021-06-21
904241;470010002000000070903923010442;2021-04-30;2021-05-19
951342;470010002000000040901901010164;2016-12-20;2016-12-23
1041502;470010002000000070903915030290;2021-09-07;2021-10-15
1035364;470010002000000076901908020201;2019-09-30;2020-11-24
787763;470010002000000070905903040056;2022-06-16;2022-09-12
3021604;470010002000000070905908010142;2021-08-30;2021-09-13
3021157;470010002000000076901902060314;2019-05-21;2020-11-24
3022033;470010002000000070905916020308;2021-08-30;2021-09-13
3020683;470010002000000070905927040534;2021-08-30;2021-09-13
1035742;470010002000000076901905010472;2019-11-25;2020-11-24
663707;470010002000000070903902010021;2021-10-27;2021-12-07
765720;470010002000000070902911010203;2021-10-27;2021-11-30
1069206;470010002000000070903906010103;2021-11-04;2021-12-07
1071161;470010002000000040901901010138;2017-03-16;2017-03-30
877250;470010106000000560901901050038;2021-12-27;2022-04-08
3026023;470010002000000076901905060508;2019-07-25;2020-11-24
813697;470010002000000070903924020467;2021-04-30;2021-05-19
3015961;470010002000000076901905020476;2020-01-14;2020-11-24
1051624;470010106000000560901902040092;2022-01-06;2022-04-08
689252;470010002000000076901908020164;2019-05-03;2020-11-24
1047842;470010104000000910903901000212;2018-01-23;2018-02-02
1033261;470010002000000070903903010044;2021-08-02;2021-08-24
822138;470010002000000076901903040368;2019-02-20;2020-11-24
1047910;470010002000000070802800002054;2022-02-23;2022-08-23
1035072;470010002000000070905915020287;2022-08-31;2022-10-19
1033224;470010002000000076901902060317;2019-12-13;2020-11-24
948657;470010002000000040901901080076;2016-12-20;2016-12-23
812468;470010002000000070905908040155;2022-06-25;2022-08-31
784236;470010002000000070902905020086;2021-11-02;2022-01-25
666367;470010002000000070905925010483;2022-07-15;2022-09-22
753790;470010106000000560901903080190;2022-02-09;2022-02-14
3011599;470010002000000070905916050319;2021-08-30;2021-09-13
951924;470010002000000070902907010124;2021-11-04;2021-12-02
874788;470010002000000040901901010033;2018-06-26;2018-07-13
813915;470010106000000560901901010007;2021-11-25;2022-04-08
774674;470010002000000070905903030052;2022-04-26;2022-06-14
3011617;470010106000000560901903020139;2022-02-09;2022-02-14
1033213;470010002000000076901904080462;2019-03-13;2020-11-24
1016897;470010002000000076901904040428;2019-03-11;2020-11-24
970893;470010002000000070903924030472;2021-11-18;2022-01-19
1040711;470010106000000560901902050101;2021-12-09;2022-04-08
960307;470010002000000070905917020327;2022-04-26;2022-07-29
867195;470010002000000070903907010122;2021-11-25;2022-03-24
770082;470010002000000070905922050440;2022-08-31;2022-10-13
721145;470010106000000560901901040028;2021-11-23;2022-04-08
1069260;470010002000000070903923050458;2022-02-14;2022-05-13
1069254;470010002000000070903920050398;2021-10-05;2021-11-04
953794;470010002000000070903901050020;2021-07-22;2021-08-24
679536;470010002000000070905918040355;2022-06-24;2022-08-25
723874;470010104000000910903901000209;2018-01-23;2018-02-02
1041150;470010002000000070903902040036;2021-08-05;2021-09-02
823799;470010002000000070903922020428;2022-04-28;2022-09-08
856483;470010002000000070903901050019;2021-04-30;2021-05-19
814471;470010002000000070905915010284;2022-07-12;2022-10-07
3026197;470010002000000076901908010095;2020-03-04;2020-11-24
689923;470010106000000560901901080061;2022-03-09;2022-04-08
968867;470010002000000070903902010022;2021-07-16;2021-09-30
957101;470010002000000070905927010522;2021-08-30;2021-09-13
1028409;470010002000000070905917020325;2021-08-30;2021-09-13
666308;470010002000000070903912010221;2021-11-25;2022-01-13
735417;470010002000000070903909020167;2021-08-06;2021-10-15
859676;470010002000000070905912040234;2022-04-26;2022-06-21
865091;470010002000000070905916030310;2022-09-16;2022-11-02
779832;470010002000000070902906020108;2021-11-29;2022-01-28
965759;470010002000000070903905040093;2021-11-04;2021-12-22
1069505;470010002000000076901904030418;2019-02-21;2020-11-24
3010516;470010002000000070905925040495;2021-08-30;2021-09-13
1024055;470010002000000076901902040304;2019-05-30;2020-11-24
1069278;470010002000000070905909020165;2022-06-10;2022-09-12
685868;470010002000000070905926040516;2022-07-18;2022-09-22
888087;470010002000000076901903070388;2020-10-01;2020-11-24
811905;470010002000000070902901030010;2021-10-08;2021-11-22
846362;470010002000000040901900000088;2016-12-20;2016-12-23
759800;470010002000000070905910020185;2022-05-02;2022-07-06
746671;470010002000000070905903050058;2022-05-31;2022-07-12
721766;470010002000000070902902030032;2021-11-03;2021-12-02
948963;470010002000000070905919010361;2021-08-30;2021-09-13
3013609;470010002000000076901901050243;2018-10-17;2020-11-24
919120;470010002000000070902911030209;2021-11-19;2022-01-26
685818;470010002000000076901905020479;2019-09-16;2020-11-24
1010556;470010002000000070902911020208;2022-02-16;2022-03-24
947265;470010002000000076901901070259;2019-12-09;2020-11-24
1013442;470010002000000070903901020005;2021-08-05;2021-09-02
1013554;470010002000000070902904010061;2021-12-02;2022-02-14
1041738;470010002000000076901908020193;2019-10-11;2020-11-24
695563;470010002000000070905917050340;2022-09-30;2022-12-02
955018;470010002000000076901905040489;2019-09-30;2020-11-24
1005162;470010002000000076901908020197;2019-08-29;2020-11-24
792873;470010002000000070903921010404;2021-10-29;2022-02-10
740997;470010002000000070905919040375;2022-07-15;2022-09-22
781165;470010002000000070902912010224;2022-02-21;2022-03-24
824854;470010002000000070903923010443;2021-11-30;2022-01-12
830873;470010002000000070903920020386;2021-09-21;2021-11-04
797185;470010002000000070902916040314;2022-02-21;2022-04-26
1037018;470010002000000040901901010144;2018-07-23;2018-08-14
861126;470010002000000076901903060384;2019-07-30;2020-11-24
750630;470010002000000070905921010401;2022-08-03;2022-08-30
3019912;470010002000000076901901070264;2020-08-21;2020-11-24
737506;470010002000000070905902030030;2022-03-30;2022-06-24
936436;470010002000000070902908030151;2021-12-30;2022-02-04
879879;470010002000000070903920010381;2021-10-13;2021-11-05
828284;470010002000000070905906020108;2022-05-05;2022-06-21
702986;470010002000000070902913040255;2021-10-27;2021-12-29
980980;470010002000000070903907020125;2021-11-04;2021-12-07
1018381;470010002000000070902911050220;2021-12-09;2022-02-04
781515;470010002000000070905904040074;2022-04-30;2022-07-07
1069216;470010002000000070903909030170;2021-08-11;2021-10-07
924352;470010106000000560901901060046;2021-12-20;2022-04-08
1051710;470010002000000070902912050237;2022-05-12;2022-09-12
1018201;470010002000000070905907050140;2022-05-13;2022-07-26
965990;470010002000000070905909010162;2022-04-30;2022-06-21
687144;470010002000000070905905010083;2022-05-13;2022-07-29
960150;470010106000000560901901060045;2022-02-08;2022-04-08
1044910;470010002000000070905913020247;2022-07-01;2022-09-14
1023206;470010002000000070903905050098;2021-11-18;2021-12-20
1005429;470010106000000560901905040271;2022-02-09;2022-02-14
3016735;470010002000000070905905030090;2021-08-30;2021-09-13
917889;470010002000000070905909040176;2022-06-28;2022-09-12
1024348;470010106000000560901902020080;2021-12-14;2022-04-08
3012046;470010002000000070905921030410;2021-08-30;2021-09-13
972299;470010002000000070905912040235;2022-05-16;2022-07-29
796163;470010106000000560901905020264;2022-02-09;2022-02-14
1041302;470010002000000070902911020207;2021-11-12;2022-01-26
849510;470010002000000070903917030330;2021-10-14;2021-11-24
978166;470010002000000040901900000095;2016-12-20;2016-12-23
920139;470010002000000070905921010403;2021-08-30;2021-09-13
925821;470010002000000070905901020006;2022-06-23;2022-09-12
980521;470010002000000070902901050019;2021-08-23;2021-09-28
985594;470010002000000070903901040013;2021-08-18;2021-09-15
920481;470010002000000070903916010303;2021-11-04;2021-12-07
3013654;470010002000000040901901010160;2016-12-20;2016-12-23
1063633;470010002000000070902910020186;2021-10-15;2021-11-30
1059462;470010002000000076901905070516;2019-07-19;2020-11-24
663606;470010002000000070903922050437;2022-07-12;2022-10-25
912017;470010002000000070903912050238;2021-11-29;2022-02-10
822217;470010002000000070902908030152;2021-12-09;2022-01-28
965793;470010002000000070903920040396;2021-08-25;2021-10-15
761465;470010104000000910903901120176;2018-01-23;2018-02-02
856443;470010106000000560901905080287;2022-02-09;2022-02-14
864673;470010002000000076901904020414;2019-02-08;2020-11-24
1041089;470010002000000076901905040493;2019-12-02;2020-11-24
824019;470010002000000070905905040093;2022-03-29;2022-06-23
838164;470010002000000070902908010142;2022-08-16;2022-10-27
811378;470010002000000070903923040453;2021-11-29;2022-01-12
825338;470010002000000076901905010469;2019-11-08;2020-11-24
860760;470010002000000040901901010143;2020-06-02;2020-08-27
746164;470010002000000070905905040095;2022-03-29;2022-06-23
964881;470010002000000070903921040414;2021-11-29;2022-02-10
699411;470010002000000070902912020228;2022-05-31;2022-08-01
885371;470010104000000910903901000195;2018-01-23;2018-02-02
3027106;470010002000000076901908010111;2019-11-26;2020-11-24
829012;470010002000000070905910010184;2022-07-13;2022-09-22
927126;470010002000000076901903050369;2019-02-15;2020-11-24
3022105;470010002000000076901901050247;2019-01-29;2020-11-24
1043510;470010002000000076901904070452;2019-08-06;2020-11-24
925652;470010002000000070902910010182;2021-11-24;2022-01-28
769936;470010002000000070902902010023;2021-08-20;2021-09-24
945984;470010002000000070905920040393;2021-08-30;2021-09-13
836587;470010002000000040901901030078;2016-12-20;2016-12-23
699337;470010002000000070903919040376;2021-08-02;2021-08-25
954704;470010104000000910903901140180;2018-01-23;2018-02-02
968841;470010002000000070902914030269;2021-08-03;2021-08-23
883185;470010002000000070903916010301;2021-11-30;2022-02-10
747004;470010002000000076901904080457;2019-08-08;2020-11-24
878524;470010002000000070902903010044;2021-11-17;2022-01-26
917012;470010002000000070905913030249;2022-05-26;2022-08-01
800911;470010104000000910903901020151;2018-01-23;2018-02-02
3023263;470010002000000076901908010130;2020-07-16;2020-11-24
968728;470010002000000070902907030131;2021-10-07;2021-12-02
709105;470010002000000070905917040335;2022-06-10;2022-09-12
799669;470010002000000070905920040394;2022-07-06;2022-09-12
841346;470010002000000070903914010262;2022-02-16;2022-05-20
1059529;470010106000000560901902030085;2022-02-03;2022-04-08
904537;470010002000000070905912020227;2022-09-08;2022-11-02
969187;470010002000000070903924040475;2022-02-16;2022-04-05
1041317;470010002000000070902909040176;2022-02-17;2022-04-26
827004;470010002000000040901901010162;2016-12-20;2016-12-23
3010012;470010002000000076901908020162;2019-06-28;2020-11-24
677344;470010002000000076901901040238;2020-11-18;2020-11-24
781167;470010002000000070902916030311;2021-10-19;2021-12-22
985148;470010002000000070903919040374;2021-09-15;2021-10-22
1069242;470010002000000070903919010362;2021-09-17;2021-10-27
696679;470010002000000070905923020448;2022-08-08;2022-10-27
1055617;470010002000000040901901030043;2016-12-20;2016-12-23
746611;470010002000000070903911050217;2022-02-17;2022-06-10
903955;470010002000000070903917040334;2022-02-16;2022-05-13
789673;470010002000000070905925020488;2022-07-22;2022-09-27
689244;470010002000000070902911030212;2021-11-19;2022-02-08
1016319;470010002000000070903915010284;2021-07-23;2021-09-02
680607;470010002000000070903901020007;2021-07-27;2021-08-24
813569;470010002000000070902903040055;2021-11-03;2021-11-30
863231;470010002000000070905908050157;2022-05-11;2022-07-06
702231;470010002000000070905923020446;2022-09-09;2022-11-02
839384;470010002000000070903914040276;2021-07-23;2021-08-24
1069499;470010002000000076901904060441;2019-06-06;2020-11-24
798738;470010002000000070905911010201;2022-05-05;2022-09-07
930884;470010002000000070902907020126;2021-11-02;2021-11-30
3027346;470010002000000076901905080524;2019-12-20;2020-11-24
1063461;470010002000000076901908010110;2019-11-26;2020-11-24
915712;470010002000000070905925050498;2021-08-30;2021-09-13
824247;470010002000000076901904030417;2019-06-12;2020-11-24
865893;470010002000000070903917020325;2021-12-03;2022-04-22
989081;470010002000000070905927030530;2021-08-30;2021-09-13
951920;470010002000000070903911020208;2022-02-18;2022-05-13
813423;470010002000000070903921040415;2021-11-10;2021-12-16
681560;470010002000000076901905020477;2019-07-30;2020-11-24
3023752;470010002000000076901903030358;2019-02-21;2020-11-24
3026137;470010002000000076901908010151;2019-09-03;2020-11-24
914455;470010002000000076901905020480;2019-12-05;2020-11-24
1005432;470010106000000560901905050276;2022-02-09;2022-02-14
792026;470010002000000070903909010163;2021-08-27;2021-10-07
754112;470010106000000560901905030265;2022-02-09;2022-02-14
3014389;470010002000000076901901060252;2019-12-06;2020-11-24
812560;470010002000000076901904030421;2019-04-22;2020-11-24
787805;470010002000000070905924020468;2022-09-21;2022-12-02
3014404;470010002000000076901908020186;2019-06-14;2020-11-24
761196;470010002000000070903919040375;2021-11-30;2022-01-19
965579;470010002000000070902908010143;2021-11-12;2022-01-25
1045581;470010002000000070903913040254;2021-11-12;2021-12-22
878738;470010002000000070903918050360;2021-11-18;2022-01-12
737586;470010002000000070903924020466;2021-11-20;2022-01-19
817619;470010002000000070902907040133;2021-11-02;2021-11-30
863483;470010104000000910903901070164;2018-01-23;2018-02-02
1069230;470010002000000070903915030292;2021-07-15;2021-08-13
1047908;470010002000000070902912030232;2021-11-19;2022-02-28
697355;470010002000000070905914030270;2022-06-30;2022-09-12
993462;470010106000000560901902080121;2021-11-26;2022-04-08
698805;470010002000000070902910030189;2021-11-25;2022-01-28
997773;470010002000000076901902050312;2019-09-27;2020-11-24
808340;470010002000000070903901010002;2021-10-08;2021-11-24
1009472;470010002000000040901900000102;2016-12-20;2016-12-23
734636;470010002000000070903903040054;2021-07-23;2021-08-13
3020176;470010002000000070905911050218;2021-08-30;2021-09-13
941427;470010002000000070903909010164;2021-10-22;2021-12-07
847208;470010002000000070903911020207;2022-02-17;2022-04-05
691087;470010002000000070903923020445;2021-11-18;2022-01-19
978306;470010002000000070905901040014;2021-08-30;2021-09-13
700008;470010002000000076901903030355;2019-01-11;2020-11-24
959738;470010002000000070905904020068;2021-08-30;2021-09-13
1069192;470010002000000070902916040315;2021-10-14;2021-12-06
779356;470010002000000070902905050097;2021-11-02;2021-11-30
830559;470010002000000070905923050459;2022-08-16;2022-10-27
904900;470010002000000076901904050438;2020-08-31;2020-11-24
856727;470010104000000910903901000204;2018-01-23;2018-02-02
1033295;470010106000000560901901070052;2021-11-26;2022-04-08
1069188;470010002000000070903901040015;2021-10-26;2021-12-07
895244;470010106000000560901904050228;2022-02-09;2022-02-14
969380;470010002000000070903913050257;2021-07-15;2021-08-13
960179;470010002000000070905914030271;2022-06-30;2022-09-12
809417;470010106000000560901902040096;2021-12-27;2022-04-08
753461;470010106000000560901903010131;2022-02-09;2022-02-14
912705;470010002000000070903908010141;2021-09-16;2021-10-27
1047830;470010106000000560901903040158;2022-02-09;2022-02-14
808466;470010002000000070902915020286;2021-09-30;2021-11-24
821490;470010106000000560901904060237;2022-02-09;2022-02-14
837736;470010104000000910903901010146;2018-01-23;2018-02-02
951915;470010002000000070903915010283;2021-12-10;2022-02-10
3021529;470010002000000070905928010543;2021-08-30;2021-09-13
869480;470010002000000070903908010144;2021-08-24;2021-10-15
988425;470010002000000070905913010243;2021-08-30;2021-09-13
961736;470010002000000070905917030329;2022-08-18;2022-10-27
746510;470010002000000070902913030252;2022-02-14;2022-04-05
3023866;470010002000000070905919010362;2021-08-30;2021-09-13
979175;470010002000000070905925030490;2021-08-30;2021-09-13
905340;470010002000000070905913010242;2022-06-21;2022-09-12
1033324;470010104000000910903901100171;2018-01-23;2018-02-02
879430;470010002000000070905919030370;2022-07-19;2022-09-14
830866;470010106000000560901905010258;2022-02-09;2022-02-14
3018403;470010002000000070905916020305;2021-08-30;2021-09-13
843784;470010002000000070903904020065;2022-04-11;2022-06-10
3025741;470010002000000076901901030225;2020-06-25;2020-11-24
720133;470010002000000070903909010162;2021-10-12;2021-11-24
781535;470010002000000070903903030051;2021-10-26;2021-11-25
3022846;470010002000000076901902020287;2019-08-30;2020-11-24
925819;470010002000000070903924050479;2021-11-11;2022-01-19
930008;470010002000000070903905050099;2021-09-27;2021-11-04
873659;470010002000000070905903010043;2022-06-24;2022-09-12
3021061;470010002000000076901901040239;2020-11-06;2020-11-24
709097;470010002000000070905908040156;2022-05-27;2022-08-01
3023869;470010002000000076901903010343;2020-03-03;2020-11-24
666357;470010002000000070905913030251;2022-03-30;2022-07-01
797737;470010106000000560901902010072;2021-11-26;2022-04-08
1026746;470010002000000070902910010181;2022-02-16;2022-06-14
845107;470010002000000070903903050060;2021-09-14;2021-10-22
703162;470010002000000076901903040367;2018-12-07;2020-11-24
1010758;470010002000000040901901010040;2016-12-20;2016-12-23
3027226;470010002000000076901901050242;2020-11-11;2020-11-24
978300;470010002000000040901901010171;2016-12-20;2016-12-23
1069102;470010002000000070902902050038;2021-08-14;2021-12-09
845892;470010002000000070902902020028;2021-08-06;2021-09-03
3016771;470010002000000040901901010155;2016-12-20;2016-12-23
949149;470010002000000070905902050037;2021-08-30;2021-09-13
1036108;470010002000000076901903010342;2020-06-04;2020-11-24
1000010;470010106000000560901904080256;2022-02-09;2022-02-14
1059445;470010002000000076901902040298;2019-08-29;2020-11-24
915621;470010002000000070905912010221;2022-07-05;2022-09-14
709077;470010002000000070905901020007;2022-04-18;2022-06-14
756212;470010002000000076901904040425;2019-03-11;2020-11-24
817857;470010002000000070902903020045;2021-10-12;2021-11-26
1059505;470010106000000560901901030019;2021-11-10;2022-04-08
915550;470010002000000076901905070513;2019-08-14;2020-11-24
1051584;470010002000000070903904040074;2021-08-06;2021-09-15
698931;470010002000000070905901010003;2022-05-31;2022-08-01
3027586;470010002000000076901901060249;2020-07-03;2020-11-24
668195;470010106000000560901901040030;2022-03-08;2022-04-08
1069110;470010002000000070902903030052;2021-09-30;2021-11-22
925669;470010002000000070902913050259;2021-11-18;2022-02-08
992504;470010002000000070903922040436;2021-11-22;2022-01-12
904074;470010002000000070903914050278;2021-09-14;2021-10-27
1047773;470010002000000076901904020416;2019-02-22;2020-11-24
761154;470010002000000070903916050320;2021-11-29;2022-04-07
1063531;470010002000000070903903030049;2021-09-17;2021-11-05
1069116;470010002000000070902905030089;2021-12-17;2022-02-04
925857;470010002000000070905919050380;2022-09-16;2022-11-18
1047813;470010002000000070903905040094;2021-09-03;2021-11-05
856344;470010106000000560901904060238;2022-02-09;2022-02-14
689355;470010002000000076901905060509;2019-10-29;2020-11-24
748014;470010002000000070903902030032;2021-10-19;2021-12-22
787477;470010002000000070902905020087;2021-08-30;2021-09-24
1059474;470010002000000070905921030411;2022-09-19;2022-11-18
1032684;470010002000000070905910030190;2022-06-09;2022-08-01
1069204;470010002000000070903906030109;2021-11-26;2022-01-12
948948;470010002000000070905918030352;2021-08-30;2021-09-13
945875;470010002000000070905918020345;2021-08-30;2021-09-13
1018295;470010002000000070903909020165;2022-05-04;2022-07-18
810310;470010104000000910903901000214;2018-01-23;2018-02-02
686465;470010106000000560901901070055;2022-01-07;2022-04-08
3022855;470010002000000070902907020127;2021-04-30;2021-05-18
993451;470010104000000910903901000198;2018-01-23;2018-02-02
915128;470010002000000070905928050558;2021-08-30;2021-09-13
3022657;470010002000000076901901030229;2020-06-19;2020-11-24
911594;470010002000000070903911050219;2021-04-30;2021-05-19
988514;470010002000000070905910040194;2021-08-30;2021-09-13
907275;470010104000000910903901000201;2018-01-23;2018-02-02
1013341;470010002000000070905906030111;2022-06-22;2022-09-22
708847;470010002000000070902903030051;2021-12-22;2022-02-08
3013339;470010002000000070905921050419;2021-08-30;2021-09-13
927696;470010002000000070903921030409;2021-11-18;2022-01-13
771646;470010002000000076901905060510;2020-01-14;2020-11-24
903977;470010002000000070903906020108;2022-02-17;2022-06-10
681327;470010002000000070902902010024;2021-11-17;2022-01-26
787507;470010002000000070902906020105;2021-11-12;2022-01-26
914210;470010002000000070905902020028;2022-06-30;2022-09-14
1024115;470010104000000910903901000203;2018-01-23;2018-02-02
996045;470010106000000560901905040272;2022-02-09;2022-02-14
